,column_id,display_name,description
1113,tfawem02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): weekend bedtime- minute,"At what time do you usually fall asleep on weekends or your non-work days - minute? (minutes component of time, 0 to 59)"
1114,tfawea02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): weekend bedtime - AM or PM,At what time do you usually fall asleep on weekends or your non-work days - AM or PM
1115,mi2slp02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): time to fall asleep,"How many minutes does it usually take you to fall asleep at bedtime? (number of minutes, up to 3 digits)"
1116,twuwdh02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): weekday wake time - hour,"At what time do you usually wake up on weekdays or your work days - hour? (hours component of time, 1 to 12)"
1117,twuwdm02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): weekday wake time - minute,At what time do you usually wake up on weekdays or your work days - minute?
1118,twuwda02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): weekday wake time - AM or PM,At what time do you usually wake up on weekdays or your work days - AM or PM
1119,twuweh02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): weekend wake time - hour,"At what time do you usually wake up on weekends or your non-work days - hour? (hours component of time, 1 to 12)"
1120,twuwem02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): weekend wake time - minute,"At what time do you usually wake up on weekends or your non-work days - minute? (minutes component of time, 0 to 59)"
1121,twuwea02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): weekend wake time - AM or PM,At what time do you usually wake up on weekends or your non-work days - AM or PM
1122,hrswd02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): sleep time on weekdays,"How many hours of sleep do you usually get at night (or your main sleep period) on weekdays or workdays? (number of hours, up to 2 digits)"
1123,hrswe02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): sleep time on weekends,"How many hours of sleep do you usually get at night (or your main sleep period) on weekends or your non-workdays? (number of hours, up to 2 digits)"
1124,naps02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): number of naps per week,"During a usual week, how many times do you nap for 5 minutes or more? (number of naps, up to 2 digits)"
1125,tfa02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Frequency of trouble falling asleep,How often do you have trouble falling asleep?
1126,wudnrs02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Frequency of waking up and having difficulty resuming sleep,How often do you wake up during the night and have difficulty resuming sleep?
1127,wu2em02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Frequency of waking up too early and unable to resume sleep,How often do you wake up too early in the morning and are unable to resume sleep?
1128,funres02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Frequency of feeling unrested,"How often do you feel unrested during the day, no matter how many hours of sleep you had?"
1129,sleepy02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Frequency of excessive daytime sleepiness,How often do you feel excessively (overly) sleepy during the day?
1130,tkpill02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Frequency of taking sleeping pills,How often do you take sleeping pills or other medication to help you sleep?
1131,nges02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Frequency of not getting enough sleep,How often do you not get enough sleep?
1132,hvsnrd02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Ever snored,Have you ever snored?
1133,hosnr02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Frequency of snoring,"How often do you snore? 0=Do not snore any more, 1=Rarely-less than 1 night/wk, 2=Sometimes-1 or 2 nights/wk,3=Frequently-3 to 5nights/wk, 4=Always or almost always-6 or 7nights/wk, 8=Don't know"
1134,loudsn02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Loudness of snoring,How loud is your snoring?
1135,yrssnr02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Years of snoring,"For how many years have you been snoring? (number of years, up to 2 digits)"
1136,issnor02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Changes in snoring,"Is your snoring: (increasing, decreasing, etc) 1=Increasing over time, 2=Decreasing over time, 3=Staying the same, 8=Don't know"
1137,surgtr02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Surgery for snoring,Have you ever had surgery as treatment for your snoring?
1138,stpbrt02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Stop breathing during sleep,Are there times when you stop breathing during your sleep?
1139,hostbr02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Frequency of stopping breathing during sleep,"How often do you have times when you stop breathing during your sleep? 1=Rarely-less than 1night/wk, 2=Sometimes-1 or 2nights/wk, 3=Frequently-3 to 5nights/wk, 4=Always or almost always-6 or 7nights/wk, 8=Don't know"
1140,mdsa02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Doctor of Medicine (MD) diagnosed Sleep Apnea,Have you ever been told by a doctor that you have sleep apnea?
1141,cpap02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Use pressure mask (Continuous Positive Airway Pressure (CPAP)) or mouthpiece for sleep apnea,Do you sleep with either a pressure mask (Continuous Positive Airway Pressure (CPAP)) or a mouthpiece as treatment for your sleep apnea?
1142,surgsa02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Surgery as treatment for sleep apnea,Have you had surgery as treatment for your sleep apnea?
1143,cough02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Frequency of being awakened with coughing,"In the past year, how often, on average, have you been awakened with coughing?"
1144,cp02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Frequency of being awakened with chest pain,"In the past year, how often, on average, have you been awakened with chest pain or tightness?"
1145,sob02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Frequency of being awakened with shortness of breath,"In the past year, how often, on average, have you been awakened with shortness of breath?"
1146,sweats02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Frequency of being awakened with sweats or hot flashes,"In the past year, how often, on average, have you been awakened with sweats or hot flashes?"
1147,noise02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Frequency of being awakened by noise,"In the past year, how often, on average, have you been awakened with noise in your surroundings?"
1148,painjt02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Frequency of being awakened with pain,"In the past year, how often, on average, have you been awakened with pain in your joints, muscles, or back?"
1149,hb02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Frequency of being awakened with heartburn or indigestion,"In the past year, how often, on average, have you been awakened with heartburn or indigestion?"
1150,legcrp02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Frequency of being awakened with leg cramps or jerks,"In the past year, how often, on average, have you been awakened with leg cramps or leg jerks?"
1151,needbr02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Frequency of being awakened with need to go to bathroom,"In the past year, how often, on average, have you been awakened with the need to go to the bathroom?"
1152,membhh02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Frequency of being household members in or near sleeping area,"During the past year, how often have one or more members of your household been in or near the room where you slept?"
1153,sitrd02,Epworth Sleepiness Scale: Chance of dozing while sitting and reading,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br>[Search for all ESS variables within this dataset](https://sleepdata.org/datasets/abc/variables?search=epworth)
1154,watv02,Epworth Sleepiness Scale: Chance of dozing while watching TV,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br>[Search for all ESS variables within this dataset](https://sleepdata.org/datasets/abc/variables?search=epworth)
1155,sitpub02,"Epworth Sleepiness Scale: Chance of dozing while sitting, inactive in a public place",Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br>[Search for all ESS variables within this dataset](https://sleepdata.org/datasets/abc/variables?search=epworth)
1156,pgrcar02,Epworth Sleepiness Scale: Chance of dozing as a passenger in a car for an hour without a break,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br>[Search for all ESS variables within this dataset](https://sleepdata.org/datasets/abc/variables?search=epworth)
1157,lydwn02,Epworth Sleepiness Scale: Chance of dozing while lying down in the afternoon when circumstances permit,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br>[Search for all ESS variables within this dataset](https://sleepdata.org/datasets/abc/variables?search=epworth)
1158,sittlk02,Epworth Sleepiness Scale: Chance of dozing while sitting and talking to someone,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br>[Search for all ESS variables within this dataset](https://sleepdata.org/datasets/abc/variables?search=epworth)
1159,sitlch02,Epworth Sleepiness Scale: Chance of dozing while sitting quietly after lunch without alcohol,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br>[Search for all ESS variables within this dataset](https://sleepdata.org/datasets/abc/variables?search=epworth)
1160,incar02,"Epworth Sleepiness Scale: Chance of dozing while in a car, while stopped for a few minutes in traffic",Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br>[Search for all ESS variables within this dataset](https://sleepdata.org/datasets/abc/variables?search=epworth)
1161,attabl02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Fall asleep while at the dinner table,Original question: What is chance that you would doze off or fall asleep while at the dinner table?
1162,drive02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Fall asleep while driving,Original question: What is chance that you would doze off or fall asleep while driving?
1163,o2thpy02,Sleep Habits (Sleep Heart Health Study Visit One (SHHS1)): Use oxygen therapy during sleep,Do you usually use oxygen therapy while you sleep?
1164,prev_hx_mi,Previous history of myocardial infarction (MI),
1165,prev_hx_stroke,Previous history of stroke,
1166,rawpf_s1,Medical Outcomes Study SF-36: Physical functioning subscale raw score ,"The subscale score is based on 10 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant ""performs all types of physical activities including the most vigorous without limitations due to health"". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
1167,pf_s1,Medical Outcomes Study SF-36: Physical functioning subscale standardized score ,"The subscale score is based on 10 items from the Medical Outcomes Study Short Form 36 (SF-36). A high score suggests the participant ""performs all types of physical activities including the most vigorous without limitations due to health"". [Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)](https://www.ncbi.nlm.nih.gov/pubmed/1593914/)<br><br>[Search for all SF-36 variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=mossf36)"
